"","X","Date","Collector","Lat","Lon","Ocean","Country","Province","Site","Site_code","Depth_m","Rep","Taxa","Bleach_cat","Temp","CRW_DHW","CRW_SST","CRW_SSTANOMALY","HabHet_count_150m","HabHet_mean_150m","HabHet_stdev_150m","HabHet_max_150m","HabHet_range_150m","HabHet_count_1000m","HabHet_mean_1000m","HabHet_stdev_1000m","HabHet_max_1000m","HabHet_range_1000m","Notes","Bleached","Bleached_sev","Bleach_cat_3","Coral_cover","Dead_coral_recent","Dead_coral","Soft_coral","Sponge","Algae","Other","Rubble","Sand","Silt","Rock","TWS"
"354",354,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",1,"Other",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"355",355,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",1,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"356",356,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",1,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"357",357,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",1,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"358",358,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",1,"Other",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"359",359,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",1,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"360",360,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",1,"Fungia",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"361",361,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Acropora",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"362",362,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"363",363,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Fungia",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"364",364,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"365",365,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"366",366,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"367",367,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"368",368,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"369",369,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"370",370,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"371",371,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"372",372,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"373",373,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"374",374,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"375",375,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Montipora",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"376",376,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Porites",6,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"377",377,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"378",378,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",2,"Porites",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"379",379,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"380",380,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"381",381,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"382",382,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"383",383,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"384",384,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"385",385,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"386",386,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"387",387,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"388",388,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"389",389,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"390",390,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"391",391,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"392",392,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"393",393,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Porites",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"394",394,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Porites",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"395",395,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Porites",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"396",396,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"397",397,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",3,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"398",398,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"399",399,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"400",400,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",6,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"401",401,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"402",402,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"403",403,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"404",404,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"405",405,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"406",406,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"407",407,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"408",408,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"409",409,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"410",410,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"411",411,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"412",412,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"413",413,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Porites",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"414",414,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Porites",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"415",415,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Montipora",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"416",416,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Montipora",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"417",417,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"418",418,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"419",419,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"420",420,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"421",421,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",4,"Fungia",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"422",422,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Acropora",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
