"","X","Date","Collector","Lat","Lon","Ocean","Country","Province","Site","Site_code","Depth_m","Rep","Taxa","Bleach_cat","Temp","CRW_DHW","CRW_SST","CRW_SSTANOMALY","HabHet_count_150m","HabHet_mean_150m","HabHet_stdev_150m","HabHet_max_150m","HabHet_range_150m","HabHet_count_1000m","HabHet_mean_1000m","HabHet_stdev_1000m","HabHet_max_1000m","HabHet_range_1000m","Notes","Bleached","Bleached_sev","Bleach_cat_3","Coral_cover","Dead_coral_recent","Dead_coral","Soft_coral","Sponge","Algae","Other","Rubble","Sand","Silt","Rock","TWS"
"423",423,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"424",424,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"425",425,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"426",426,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Porites",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"427",427,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",6,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"428",428,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"429",429,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"430",430,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"431",431,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"432",432,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"433",433,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"434",434,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"435",435,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"436",436,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"437",437,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"438",438,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"439",439,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"440",440,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"441",441,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"442",442,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"443",443,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Montipora",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"444",444,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Montipora",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"445",445,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Montipora",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"446",446,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Montipora",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"447",447,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Montipora",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"448",448,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Fungia",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"449",449,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",5,"Fungia",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"450",450,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Porites",6,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"451",451,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"452",452,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"453",453,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"454",454,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Porites",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"455",455,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Porites",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"456",456,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Acropora",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"457",457,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"458",458,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"459",459,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"460",460,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"461",461,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"462",462,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"463",463,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"464",464,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"465",465,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Fungia",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"466",466,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",6,"Fungia",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"467",467,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Fungia",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"468",468,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Fungia",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"469",469,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Fungia",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"470",470,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Fungia",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"471",471,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Fungia",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"472",472,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"473",473,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"474",474,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"475",475,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"476",476,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"477",477,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",1,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",0,0,"Not Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"478",478,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"479",479,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"480",480,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"481",481,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Other",3,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"482",482,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Porites",4,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"483",483,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Porites",5,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,1,"Severely bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
"484",484,"1-05-20","Chancey MacDonald",-5.25316,122.63059,"Pacific","Indonesia","South East Sulawesi","Lombe","SES 11","18",7,"Porites",2,30,4.24,30.32,1,1063,0.189224419,0.097498593,0.447540402,0.42367865,13311,0.21429674,0.119138794,0.506235063,0.504413692,"",1,0,"Bleached",29.155,3.7,0.13,0.7425,0.87,0,2.865,32.9375,12.475,0,17.125,0
